Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Jeu de piste tout public, à partir de 7 ans;Énigmes, secrets et enquêtes vous attendent à 21h, pour les grands et les petits, à partir de 7 ans.;"jeux;énigmes";Médiathèque La Buanderie;92140;Clamart;Île-de-France;Hauts-de-Seine;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;100;Sur inscription
Lectures à haute voix;La bibliothèque d'Indre et La Librairie du Quai s'associent pour vous proposer un moment de lecture à voix haute. Seul ou en duo, en famille ou entre amis, partageons un moment de lecture et d'écoute.;"lecture à voix haute;participatif;familial";Bibliothèque municipale d'Indre;44610;Indre;Pays de la Loire;Loire-Atlantique;Lecture / Conte;7;99;Entrée libre
Thriller;Cinéma;;Médiathèque intercommunale de Pont-Château;44160;Pontchâteau;Pays de la Loire;Loire-Atlantique;Projection;14;99;Entrée libre
Escape game;La momie perdue;;Médiathèque intercommunale de Pont-Château;44160;Pontchâteau;Pays de la Loire;Loire-Atlantique;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;99;Entrée libre
Ados manettes !;Le coin des ados : Le jeu vidéo, c’est aussi la nuit ! Parties endiablées ou découvertes festives;"jeu vidéo;ados;consoles;coin ado";Médiathèque-Ludothèque Arcachon;33120;Arcachon;Nouvelle-Aquitaine;;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Apéritif prix des lecteurs;annonce du prix des lecteurs 2019 des médiathèques intercommunales des Vosges du sud;prix des lecteurs;Médiathèque intercommunale d'Auxelles-Haut;90200;Auxelles-Haut;Bourgogne-Franche-Comté;Territoire de Belfort;Dégustation, buffet, collation…;;;Entrée libre
Enquête interactive : Qui a refroidi Lemaure ?;Venez mener l'enquête à la médiathèque.;;Médiathèque de Carentan-les-Marais;50500;Carentan Les Marais;Normandie;Manche;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);16;99;Entrée libre
Instant musical;Dans le cadre de la quatrième Nuit de la lecture profitez de moments en chansons et en musique;"musique;chansons;nuit";Bibliothèque d'Olivet;45160;Olivet;Centre-Val de Loire;Loiret;Spectacle (danse, concert, performance, théâtre…);;99;Entrée libre
Histoire autour du pic Saint-Loup;Rencontre autour du pic Saint-Loup;"pis st loup;notre dame;conte;poésie;evenment";Bibliothèque municipale de Notre-Dame-de-Londres;34380;Notre-Dame-de-Londres;Occitanie;Hérault;Lecture / Conte;;99;Entrée libre
Lecture dans le noir;Bien installé sur des coussins ou des tapis, partez sur les traces de Toomaï des éléphants;"lecture à voix haute;lecture dans le noir;Rudyard Kipling;Toomai des Éléphants";Médiathèque de Meudon Centre;92190;Meudon;Île-de-France;Hauts-de-Seine;Lecture / Conte;6;99;Entrée libre
Une nuit avec les éléphants : ateliers en famille;dessins, histoires, quiz... et encore d'autres animations autour des éléphants;"quiz;éléphants;ateliers famille";Médiathèque de Meudon Centre;92190;Meudon;Île-de-France;Hauts-de-Seine;Atelier;4;10;Entrée libre
Escape game en famille;Découvrez d'autres facettes de la bibliothèque et venez résoudre des énigmes !;escape game;Biblio'Or Bibliothèque d'Orliénas;69530;Orliénas;Auvergne-Rhône-Alpes;Rhône;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Les Livrekikour(en)t dans la nuit;"À Deyme, le 18 janvier, le Lecteur du Val propose une Nuit de la lecture ""hors-les-murs"", sur les traces du ""Livrekikourt""...";"bookcrossing;livrekikourt;lecture;jeu de piste";Bibliothèque Le Lecteur du Val;31450;Deyme;Occitanie;Haute-Garonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Dictées décalées;Nuit des partages à la médiathèque l'Eau Vive : dictées décalées, atelier créatif héros de littérature jeunesse, contes, quizz littéraires, lectures...;"Dictée;Concours";Médiathèque l'Eau Vive;54360;Blainville-sur-l'Eau;Grand Est;;Concours;8;99;Sur inscription
"Contes : ""Histoires de neige, histoires de nuit""";Nuit des partages à la médiathèque l'Eau Vive : dictées décalées, atelier créatif héros de littérature jeunesse, contes, quizz littéraires, lectures...;Contes;Médiathèque l'Eau Vive;54360;Blainville-sur-l'Eau;Grand Est;;Lecture / Conte;3;99;Entrée libre
Formes et couleurs;Atelier créatif animé par Gaby Bazin;"Père Castor;Illustrateurs;atelier créatif";Médiathèque Jacques Demy;44000;Nantes;Pays de la Loire;Loire-Atlantique;Atelier;6;99;Sur inscription
Conte numérique;Conte interactif raconté sur tablette.;"Lectures;Tablette";Médiathèque Lisa Bresner;44100;Nantes;Pays de la Loire;Loire-Atlantique;Lecture / Conte;6;99;Entrée libre
Escape Game;En 60 minutes chrono, venez résoudre le mystère de l'abbaye.;Jeu Enigme Mystère Enquête;Bibliothèque départementale de la Somme;80135;Saint-Riquier;Hauts-de-France;Somme;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Sur inscription
Lecture dessinée;Concert-lecture dessiné par Jean-Christophe Morandeau qui réalise en direct des dessins illustrant une lecture sur fond musical .;"lecture-dessinée;concert dessiné;lectures à voix haute;bande dessinée";Bibliothèque Saint-Exupéry;78570;Andrésy;Île-de-France;Yvelines;Spectacle (danse, concert, performance, théâtre…);7;99;Entrée libre
Le Petit Prince en chansons;Jean-Noël Sarrail nous raconte son Petit Prince : exposition d'originaux, musique vivante, rencontre-signature.;"Petit Prince;concert;exposition;dédicace";Bibliothèque de l'INSPE Toulouse Saint-Agne;31400;Toulouse;Occitanie;;Spectacle (danse, concert, performance, théâtre…);;99;Entrée libre
Lectures en pyjama;Viens écoutez des histoires en pyjama !;;Bibliothèque municipale de Perros-Guirec;22700;Perros-Guirec;Bretagne;Côtes-d'Armor;Lecture / Conte;3;99;Sur inscription
Chasse au trésor de la bibliothèque;Saurez vous retrouver le trésor de la bibliothèque ? Ouvert à tous de 18h00 à 20h00.;"chasse au trésor;bibliothèque;famille;indices;jeu";Bibliothèque municipale de Trégastel;22730;Trégastel;Bretagne;;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lecture numérique avec Ecoute les oiseaux de Léna Mazilu en réalité augmentée - Tout public;Atelier découverte d'un livre innovant mêlant papier et numérique;"livre numérique;livre innovant;Bibliothèque de Fréhel;Ecoute les oiseaux;Birdie memory";Bibliothèque municipale de Fréhel;22240;Fréhel;Bretagne;Côtes-d'Armor;Atelier;6;99;Sur inscription
Soirée spéciale Science-Fiction : histoires interstellaires;Attention petits Ewoks, les Martiens débarquent ! Et leur vaisseau est chargé d’histoires incroyables...;;Bibliothèque municipale François Mitterrand;21300;Chenôve;Bourgogne-Franche-Comté;Côte-d'Or;Lecture / Conte;4;12;Sur inscription
Atelier table MashUp et Science-Fiction;Du montage vidéo sur le bout des doigts, à l’aide d’un génial outil numérique interactif et ludique !;;Bibliothèque municipale François Mitterrand;21300;Chenôve;Bourgogne-Franche-Comté;Côte-d'Or;Atelier;7;99;Sur inscription
Atelier aïku;Créations à la manière des aïkus;atelier-aïku-dessin-écriture;Bibliothèque Francis Jammes;65190;Tournay;Occitanie;Hautes-Pyrénées;Atelier;6;11;Entrée libre
"Escape Game ""Recherche à risque"" - 15-17 ans";Enquête grandeur nature;EscapeGame-Tournay-BibliothèqueFrancisJammes;Bibliothèque Francis Jammes;65190;Tournay;Occitanie;Hautes-Pyrénées;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);15;17;Sur inscription
Trio Jozef Leysen - apéritif musical;Le Jozef Leysen trio est une invitation au voyage, coloré de folk, de blues, d’imaginaires en vadrouille.;"concert;musique";Médiathèque de Vire;14500;Vire Normandie;Normandie;Calvados;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
"""Petites histoires pour petites oreilles"" par le conteur Jean-Jacques SILVESTRE";Des récits pour rêver par le conteur Jean-Jacques SILVESTRE;"contes;lecture;animaux;animation";Médiathèque Roland Barthes;64240;Urt;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Lecture / Conte;4;99;Sur inscription
Lectures nocturnes sonores chez Jean Aicard;Plusieurs animations dès 19h dans la maison de l'écrivain Jean Aicard.;"lectures;sonores;musique;insolite;Jean Aicard";Musée Jean Aicard-Paulin-Bertrand;83130;La Garde;Provence-Alpes-Côte d'Azur;;Lecture / Conte;5;99;Entrée libre
Soirée pyjama;Soirée pyjama;"soirée pyjama;famille;doudou;partage;contes;médiathèque;ornans";Médiathèque La Passerelle;25290;Ornans;Bourgogne-Franche-Comté;;Lecture / Conte;2;8;Sur inscription
"Dans la nuit des racontars glacés, lectures à voix haute de ""Contes inuit""";"Dans la nuit des racontars glacés, lectures à voix haute de ""Contes inuit""";contes inuit hiver froid lecture à voix haute;Médiathèque municipale de Nailloux;31560;Nailloux;Occitanie;Haute-Garonne;Lecture / Conte;10;99;Entrée libre
Quizz : joue et gagne !!!;Quizz pour tous. Venez tester vos connaissances en familles.;;Médiathèque Olympe de Gouges;89300;Joigny;Bourgogne-Franche-Comté;Yonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;99;Entrée libre
Lectures à voix haute : voyage dans la littérature de langue portugaise;Voyage dans la littérature de langue portugaise : lecture à voix haute / intermèdes musicaux et chants en portugais. 2e partie de soirée : le public est invité à lire à son tour des textes choisis;"littérature lusophone;littérature de langue portugaise;lecture à voix haute";Librairie Nouvelle;38500;Voiron;Auvergne-Rhône-Alpes;Isère;Lecture / Conte;;;Entrée libre
Apéro ludique & repas partagé;Moment de convivialité entre les animations tout public de l'après-midi et le cabaret du soir.;;Médiathèque de Pacé;35740;Pacé;Bretagne;Ille-et-Vilaine;Dégustation, buffet, collation…;;121;Entrée libre
Dictée;Testez votre niveau en orthographe ! Dictée à partir de 9 ans;dictée;Médiathèque municiaple;15300;Murat;Auvergne-Rhône-Alpes;Cantal;Atelier;9;121;Entrée libre
"""Vous êtes beau !""";Création et performance vidéo;"beauté;film";Médiathèque de Neudorf;67100;Strasbourg;Grand Est;Bas-Rhin;Projection;;;Entrée libre
Épicerie et bimbeloterie poétique;Le bazar des mots, épicerie tenue par le verboriste Alter Aleph est un atelier de découvertes et de créations moétiques;;Médiathèque de Neudorf;67100;Strasbourg;Grand Est;Bas-Rhin;Atelier;6;99;Entrée libre
"Conférence ""Portraits de femmes d'hier et d'aujourd'hui""";Geneviève Judes nous invite au fil de l'histoire à rencontrer des femmes d'hier et d'aujourd'hui ...;"conférence;femmes";Bibliothèque Chatulivre;26300;Chatuzange-le-Goubet;Auvergne-Rhône-Alpes;Drôme;Conférence / table-ronde;15;99;Entrée libre
Plongée au cœur des littératures et du cinéma de l'angoisse;L'auteur Philip Le Roy revient sur les livres et les films cultes qui ont marqué notre imaginaire populaire, il présente aussi son livre Dans la maison;"Rencontre d'auteur;Philip Le Roy;Littératures de l'angoisse";Médiathèque de Tercis-les-bains;40180;Tercis-les-Bains;Nouvelle-Aquitaine;Landes;Rencontre d'auteur(s) et dédicace;16;99;Entrée libre
Exposition interactive;Exposition interactive Qui a refroidi Lemaure? Enquête à mener avec tablettes et écouteurs;;Centre des Archives et de la Bibliothèque départementales de l'Aisne;2000;Laon;Hauts-de-France;Aisne;Exposition;;;Sur inscription
Hutte à histoires;Hutte à histoires !;;Médiathèque Jean d'Ormesson;94490;Ormesson-sur-Marne;Île-de-France;Val-De-Marne;Lecture / Conte;;;Sur inscription
L'Italie comme on l'aime;Causerie autour d'un voyage en Italie;Italie;Médiathèque municipale;38150;Sonnay;Auvergne-Rhône-Alpes;Isère;Conférence / table-ronde;10;99;Entrée libre
Concert « La Camelote » Brocante de chansons;La Camelote vous vendra du rêve et de la joie en quelques chansons vintages, populaires et festives.;"concert;chansons;vintage;la camelote";Médiathèque départementale du Sundgau;68130;Altkirch;Grand Est;;Spectacle (danse, concert, performance, théâtre…);5;121;Entrée libre
Partageons les mots que nous aimons;Lors de cette rencontre nous vous proposons de partager, avec d’autres lecteurs, un texte (extrait de livre, poème, paroles de chansons…) que vous aimez tout particulièrement.;"partage;lectures en musique;lecture;textes";Médiathèque départementale du Sundgau;68130;Altkirch;Grand Est;;Partage de coups de cœur, conseils de lecture, « speed-booking »;15;121;Entrée libre
Atelier de mise en BD d'un conte;"L'atelier vise, pour les élèves participant, à adapter en bande dessinée un conte lu au préalable lors du club ""conte et création"" du collège..";"atelier;bd;conte";Collège Daniel Mayer;75018;Paris;Île-de-France;Paris;Atelier;11;15;Sur inscription
Voyage rêvé avec Judith Gueyfier, visite d'expo et lectures d'histoires;Visite de l’exposition des originaux de l’illustratrice Judith Gueyfier, écoute d'histoires et participation à un atelier autour des livres de l’artistes;"Judith Guefier;histoires;livres d'artistes;exposition";Médiathèque intercommunale Montélimar Agglomération;26200;Montélimar;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;3;99;Entrée libre
Atelier créatif 'Marque pages';Le plaisir d’un petit objet que l’on fabrique soi-même : en papier, en carton, en tissu, avec des plumes. Plié, rectangulaire, en angle…les possibilités sont nombreuses. Places limitées.;;Médiathèque Jacques Prévert;21500;Montbard;Bourgogne-Franche-Comté;Côte-d'Or;Atelier;10;99;Sur inscription
Spectacle improvisation;Spectacle d'improvisation sur lecture d'extrait de livre;"spectacle;moment lecture";Médiathèque Luc Bérimont;59680;Ferrière-la-Grande;Hauts-de-France;Nord;Spectacle (danse, concert, performance, théâtre…);6;99;Sur inscription
Médiathèque : décollage immédiat ! - Pique-nique partagé;Pique-nique partagé.;"pique nique;collation";Médiathèque municipale de Presles-en-Brie;77220;Presles-en-Brie;Île-de-France;Seine-et-Marne;Dégustation, buffet, collation…;2;99;Entrée libre
Rencontre scolaire avec l'auteur Philip Le Roy;Rencontre pour une classe de lycéens avec Philip Le Roy, l'auteur du thriller pour adolescents Dans la maison.;Rencontre scolaire;Bibliothèque municipale de Dax;40100;Dax;Nouvelle-Aquitaine;Landes;Rencontre d'auteur(s) et dédicace;14;17;Sur inscription
Jeu d'enquête : La petite maison loin de la prairie;Une soirée enquête originale dont vous êtes les héros.;"soirée jeux;jeu de rôles;enquête à la bibliothèque";Bibliothèque municipale de Dax;40100;Dax;Nouvelle-Aquitaine;Landes;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);16;99;Sur inscription
Cosy Contes;Ambiance cosy pour découvrir de nouvelles histoires…lampe torche, doudou et coussin adoré bienvenus.;Cosy Contes;Bibliothèque L'Embellie;78930;Guerville;Île-de-France;Yvelines;Lecture / Conte;;;Entrée libre
Enquête à la Médiathèque;Trouvez tous les indices qui vont vous aider à découvrir le texte mystère. Sur inscription à partir de 4 ans;;Médiathèque de Villebon- sur-Yvette;91140;Villebon-sur-Yvette;Île-de-France;Essonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);4;99;Sur inscription
Lectures animées;Histoires du soir animées;histoires;Pôle culturel Jean-Claude Izzo;13220;Châteauneuf-les-Martigues;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Lecture / Conte;;;Entrée libre
Cinéma partagé - adultes;Une programmation qui allèchera aussi les grands.;Cinéma;Médialudothèque La Coupole;77380;Combs-la-Ville;Île-de-France;Seine-et-Marne;Projection;;;Entrée libre
Cuistos à la médialudo (pour de faux);Jouez en vous imaginant cuisinier.;Jeux;Médialudothèque La Coupole;77380;Combs-la-Ville;Île-de-France;Seine-et-Marne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Drôle de dictée;Drôle de dictée;Dictée;Bibliothèque d'Auffargis;78610;Auffargis;Île-de-France;Yvelines;Atelier;8;99;Entrée libre
« Les Bouquinales » : salon du livre;Rencontres d’auteurs et dédicaces;"Salon du livre;Partage de coup de coeur;conseil de lecture;rencontre d'auteurs;table ronde;jeux littéraires";Musée des Augustins;59190;Hazebrouck;Hauts-de-France;Nord;Rencontre d'auteur(s) et dédicace;;99;Entrée libre
"Exposition ""La bande dessinée de Science-Fiction""";Rétrospective de la bande dessinée de science fiction présentant œuvres et dessinateurs majeurs.;"bande-dessinée;science-fiction;exposition;dystopie";Conservatoire à Rayonnement Départemental;91400;Orsay;Île-de-France;Essonne;Exposition;15;99;Entrée libre
Conte en pyjama;Conte en pyjama par la Cie Les passagers du vent;;Bibliothèque municipale de Saint-Paul-lès-Dax;40990;Saint-Paul-lès-Dax;Nouvelle-Aquitaine;Landes;Lecture / Conte;5;11;Sur inscription
La Nuit de la lecture se conjugue à la Médiathèque : Nous lisons;Le noir comme décor, les repères sont brouillés... Mais la voix qui lit vous emporte ailleurs, là où vous ne le soupçonniez pas.;"Lecture;Noir;Médiathèque;Sélestat";Médiathèque intercommunale de Sélestat;67600;Sélestat;Grand Est;Bas-Rhin;Lecture / Conte;;;Entrée libre
Jouons avec les héros de l'école des loisirs;Venez jouer aux jeux de société de l'école des loisirs;"jeux de sociétés;tout public;école des loisirs";Médiathèque de Rieulay;59870;Rieulay;Hauts-de-France;Nord;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;105;Sur inscription
Rentrée littéraire des lecteurs;Présentation des nouvelles acquisitions de la bibliothèque par ses lecteurs;"livres;lectures;poésie;polars;romans;bandes dessinées;rencontre";Bibliothèque municipale;34800;Octon;Occitanie;Hérault;Partage de coups de cœur, conseils de lecture, « speed-booking »;7;121;Entrée libre
Soirée enquète : meurtre à la médiathèque;Un meutre a été comis ! Venez mener l'enquête !;murder party enquête jeux;Mediathèque de Mimizan;40200;Mimizan;Nouvelle-Aquitaine;Landes;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);14;99;Sur inscription
Concours de piles de livres;Dans un temps imparti (dix minutes), les enfants doivent constituer une pile de documents.;"concours;livres;enfants";Bibliothèque de Gondreville;54840;Gondreville;Grand Est;Meurthe-et-Moselle;Concours;;;Entrée libre
Détente musicale;Ecoute musicale en famille;"détente musicale;carquefou;nantes;nuit de la lecture";Médiathèque Hélène Carrère d'Encausse;44470;Carquefou;Pays de la Loire;Loire-Atlantique;Autre (précisez dans le champ ci-dessous);;;Sur inscription
Le crayon coopératif;dessiner à plusieurs c'est possible;"dessin;jeu;crayon coopératif;nuit de la lecture;carquefou;nantes";Médiathèque Hélène Carrère d'Encausse;44470;Carquefou;Pays de la Loire;Loire-Atlantique;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;103;Entrée libre
Buffet coopératif dans la médiathèque;Venez seul ou en famille avec un plat ou une boisson pour partager et échanger autour d’un buffet coopératif;"buffet;nuit de la lecture;carquefou;nantes";Médiathèque Hélène Carrère d'Encausse;44470;Carquefou;Pays de la Loire;Loire-Atlantique;Dégustation, buffet, collation…;;;Entrée libre
Lec'peur : relais-lecture (monstre) de textes effrayants.;Relais-lecture de textes effrayants.;;Collège La Croix  de l'Orme;89110;Montholon;Bourgogne-Franche-Comté;Yonne;Lecture / Conte;;;Sur inscription
Exposition d'ouvrages naturalistes de la bibliothèque du musée;Présentation d'ouvrages naturalistes de la bilbiothèque scientifique du musée;"lectures;museum;histoire naturelle;ethnographie;bibliothèque scientifique;enfants;ouvrages naturalistes anciens;ouvrages naturalistes modernes";Musée d'Histoire Naturelle et d'Ethnographie de Colmar;68000;Colmar;Grand Est;Haut-Rhin;Exposition;3;99;Entrée libre
